,Unique Values,Count
3993,"Statuette, Senbi, upper part",1
3611,"Statuette, Servant carrying jars",1
822,"Statuette, Taweret",2
3735,"Statuette, Thoth",1
3344,"Statuette, Tusk",1
2285,"Statuette, Wadjet with Horus-child",1
4273,"Statuette, Wadjet, for Akanosh, son of Pediamenopet",1
4038,"Statuette, Wepwawet",1
2265,"Statuette, arm",1
2264,"Statuette, beard",1
287,"Statuette, cat",5
448,"Statuette, child god",3
2375,"Statuette, child god, Horus",1
1269,"Statuette, child god, crouching",1
2278,"Statuette, child-god, Horus",1
1282,"Statuette, cult attendant, jar",1
4522,"Statuette, dancing dwarf",1
3516,"Statuette, dancing pygmy",1
4627,"Statuette, devotee",1
4015,"Statuette, dwarf",1
1319,"Statuette, dwarf, female",1
3561,"Statuette, dwarf, lower half",1
1664,"Statuette, erotic",1
3345,"Statuette, face",1
2612,"Statuette, falcon",1
130,"Statuette, female",10
4536,"Statuette, female head",1
608,"Statuette, female nude",3
3494,"Statuette, female offering bearer",1
2575,"Statuette, female, fragmentary",1
3347,"Statuette, female, necklace",1
4328,"Statuette, female, standing",1
3589,"Statuette, female, tattoos",1
3189,"Statuette, flute player",1
1912,"Statuette, goddess seated",1
1899,"Statuette, goddess, Khereduankh",1
1161,"Statuette, head of woman",1
2656,"Statuette, king",1
4032,"Statuette, kneeling king, King Amasis kneeling",1
5037,"Statuette, kneeling king, Thutmose III",1
4309,"Statuette, kneeling man",1
5016,"Statuette, kneeling official",1
1281,"Statuette, kneeling priest",1
4100,"Statuette, lion, Nubian",1
419,"Statuette, lion-headed goddess",4
1487,"Statuette, lion-headed goddess, possibly Wadjet",1
664,"Statuette, male",2
3680,"Statuette, male beer-maker",1
3605,"Statuette, male with sidelock of youth",1
854,"Statuette, man",2
4791,"Statuette, man sitting, Kaemsenu probably",1
754,"Statuette, nude woman",2
1478,"Statuette, nude woman, armless",1
4362,"Statuette, nude woman, monkeys",1
5197,"Statuette, pair",1
1887,"Statuette, possibly amulet, lion-headed, possibly Sakhment,",1
4922,"Statuette, ram",1
4026,"Statuette, scribe",1
1927,"Statuette, seated Ptah",1
2035,"Statuette, seated man",1
3141,"Statuette, seated woman",1
2583,"Statuette, squatting male",1
4537,"Statuette, squatting man",1
5011,"Statuette, standing Harpokrates",1
4170,"Statuette, standing boy, nude, Amenemhab, child",1
5017,"Statuette, standing god, metal, Osiris",1
1840,"Statuette, standing goddess,  Upper Egypt",1
4041,"Statuette, standing goddess, Isis-Aphrodite",1
2891,"Statuette, standing goddess, Lower Egypt",1
4185,"Statuette, standing king, Amenhotep III",1
4188,"Statuette, standing man",1
4010,"Statuette, standing man, Wah",1
3343,"Statuette, standing man, beard",1
5013,"Statuette, standing priest, leopard cloak",1
3137,"Statuette, standing priest, vase, censer",1
3070,"Statuette, standing queen, Arsinoe II, deified",1
3447,"Statuette, standing woman",1
2793,"Statuette, standing woman, Taweret",1
348,"Statuette, striding man",4
3350,"Statuette, tusk figure",1
2037,"Statuette, vizier",1
288,"Statuette, woman",5
3645,"Statuette, woman and child",1
1895,"Statuette, woman with lyre",1
4670,"Statuette, woman, lyre",1
2497,"Statuette, woman, worn, staff",1
3173,"Statuette, wrestlers",1
4868,"Statuette, young man",1
4854,"Statuette, young woman",1
1290,"Statuette,child god, flail",1
310,Stela,5
4219,"Stela fragment, heads of courtiers",1
3621,Stela fragments,1
1910,Stela with a seated figure of Re-Harakhty,1
4860,"Stela, Aafenmut",1
3234,"Stela, Aamtju",1
1561,"Stela, Amenemopet, priest, Senwosret I",1
3973,"Stela, Amenhotep, Rising and Setting Sun",1
3177,"Stela, Amennakht",1
4927,"Stela, Ameny, Inethapy, Inet-Hapy",1
4288,"Stela, Amun, Pakeshi, Nespautitawi",1
1340,"Stela, Anu",1
2311,"Stela, Anubis, mummy on bed, for Pachom-alal, son of Peteharsomtous",1
1862,"Stela, Bastet, Apries, donation stela",1
5003,"Stela, Bes",1
4062,"Stela, Dedu, Sitsobek",1
1777,"Stela, Dedusobek",1
1189,"Stela, Djehuty, Ahhotep, Ahmose",1
5188,"Stela, Hatiay, Saqqara",1
3153,"Stela, Heb Sed of Amenhotep III",1
431,"Stela, Henenu",4
1972,"Stela, Hetepi",1
1668,"Stela, Hetepsi",1
3576,"Stela, Intef and Nesumontu",1
1263,"Stela, Intef, Dedetamun",1
3333,"Stela, Intef, Iti",1
3429,"Stela, Isi",1
4578,"Stela, Isis, Nephthys",1
1170,"Stela, Itusuti, Itubaal, Masutu",1
4072,"Stela, Khonsu",1
3717,"Stela, Megegi, Henit, Attendant",1
1318,"Stela, Merenptah, Ina",1
3181,"Stela, Naos",1
1430,"Stela, Nut, offering table, Nebiry",1
4382,"Stela, Osiris, figures, Henutnefret",1
3063,"Stela, Pekysis",1
5058,"Stela, Qen, Amenhotep I, Ahmose-Nefertari",1
1805,"Stela, Qenamun, Amenhotep I, Senwosret I",1
5146,"Stela, Ramesses II",1
5154,"Stela, Ramessumerysutekh, ear",1
1844,"Stela, Scribe Amenhotep",1
1297,"Stela, Seankhptah, Senbebu",1
3476,"Stela, Senba, Niseret",1
4035,"Stela, Shebitqo, donation, Patjenef, Horus, Hathor, Hurbeit",1
1226,"Stela, Siamun and Taruy, Anubis",1
1358,"Stela, Siamun, singer",1
4304,"Stela, Tabakenkhonsu, Hor, Tamiut",1
4298,"Stela, Tabiemmut",1
4061,"Stela, Tekhnefer, Intefankh, Mesutnetjer-tekhnefer, Tanetib-neferseresu",1
3198,"Stela, Tetu, Nefertjentet",1
4734,"Stela, Thutirtis",1
3981,"Stela, Userhat",1
5063,"Stela, Vizier Neferrenpet",1
716,"Stela, female figure",2
3061,"Stela, miniature, Ahmose",1
877,"Stela, painted",2
2574,"Stela, painted, Inamennefnebu, nayefennebu",1
4299,"Stela, painted, Saiah",1
3438,"Stela, shrine, Hathor cows",1
4846,"Stela, unfinished",1
35,Stele,37
728,Stele fragment,2
643,Stool,3
868,"Stool, folding",2
3970,"Stool, low, woven seat",1
415,Strainer,4
278,Strainer or vase fragment,5
4523,Strap chain,1
1301,String for papyrus charm,1
3105,"String of 1 squatting ape, 5 Ba birds, and 2 Horus amulets",1
3548,String of 46 round beads in graded sizes,1
3102,String of 8 kidney-shaped seeds,1
2969,String of barrel beads and one acacia,1
396,String of beads,4
2971,String of beads with scarab,1
1278,"String of disk beads, Senebtisi, falcon",1
2848,"String of tiny disk beads, barrels, and 13 Taweret amulets",1
884,Strip,2
2059,Sun Dial,1
2101,"Supports, faience production",1
3298,Sword,1
2419,Syphon,1
3967,Table,1
3420,"Table, low",1
4856,Tablet,1
1979,Tablet with Aten cartouche and epithets,1
4416,Tablet with hand,1
5070,"Tablet, Foundation deposit, brick",1
4231,"Tablet, cartouches of Aten Akhenaten, Nefertiti cartouches",1
982,Talatat,2
4050,"Talatat, bedroom and storerooms",1
3997,"Talatat, bird",1
4053,"Talatat, cartouches, Akhenaten, Aten, Kiya",1
4159,"Talatat, chariots",1
4021,"Talatat, courtyards",1
3998,"Talatat, foreign musicians",1
4030,"Talatat, foreigners",1
4029,"Talatat, horses",1
4019,"Talatat, jars on stands",1
4051,"Talatat, kiosk interior",1
4052,"Talatat, man carrying papyrus bundle",1
4049,"Talatat, man sweeping",1
4020,"Talatat, offering stands",1
4000,"Talatat, people setting down braziers",1
2616,"Talatat, queen's face",1
4044,"Talatat, queen's torso",1
4047,"Talatat, royal person and courtiers",1
4045,"Talatat, royal titulature",1
3999,"Talatat, ship and campfire",1
4042,"Talatat, temple enclosure wall",1
4048,"Talatat, temple scene",1
4046,"Talatat, three soldiers",1
5038,"Talatat, two royal male figures",1
5318,"Talatat, vine",1
2066,"Tanged, tool, projectile, point",1
4628,Taweret,1
1721,Taweret  amulet,1
4702,"Temple relief, Names of Khufu",1
5040,"Temple, Dendur",1
0,Textile fragment,1424
225,Textile fragments,6
3873,Textile printing block,1
4152,Thimble,1
4250,Throne back,1
4249,"Throne block, Nefertiti titulary, border pattern",1
4247,"Throne block, inscription, border pattern",1
1594,"Throne foot, bound prisoner",1
4726,Throne for god,1
4248,Throne fragment,1
4341,"Throne fragment, inscription",1
260,Throw Stick,6
403,Throw stick,4
2110,Tie or streamer,1
2125,Tie or streamer ribbing,1
74,Tile,16
158,Tile fragment,9
249,"Tile fragment, Seti II",6
2358,"Tile fragment, marsh scenes",1
253,"Tile fragment, marsh scenes, birds",6
2095,"Tile fragment, shoulder",1
2850,Tile inlay fragment,1
151,"Tile inlay, palace of Ramesses II, foreigner",9
951,"Tile inlay, palace of Ramesses II, foreigner, Naharin",2
2680,"Tile, Khendjer",1
137,"Tile, Palace of Ramesses II, rosettes",10
3662,"Tile, apartments of King Djoser",1
4599,"Tile, cartouche",1
4600,"Tile, cornice",1
126,"Tile, palace of Ramesses II",10
4907,"Tile, palace of Ramesses II, ""Fish in a Canal""",1
4909,"Tile, palace of Ramesses II, Cavetto",1
500,"Tile, palace of Ramesses II, Sedge and Papyrus",3
1768,"Tile, palace of Ramesses II, bearded face, Mesopotamian singer",1
2084,"Tile, palace of Ramesses II, captive",1
496,"Tile, palace of Ramesses II, foreigners",3
666,"Tile, palace of Ramesses II, headdress",2
4758,"Tile, palace of Ramesses II, headdress wig",1
4311,"Tile, palace of Ramesses II, hieroglyphs",1
2085,"Tile, palace of Ramesses II, marsh scene",1
1024,"Tile, palace of Ramesses II, water flowers",2
2240,"Tile, palace of Ramesses II, wig fragment",1
4601,"Tile, panel, spiral, faience",1
4323,"Tile, winged serpent, Ramesses III",1
199,Tiraz fragment,7
559,Toe,3
5192,Toe fragment,1
281,"Toe stall, Group 1",5
161,"Toe stall, Group 2",9
2172,"Toes, left foot",1
2806,Toilet Dish Fragment,1
3657,"Toilet box, cosmetic box, Kemeni",1
2672,Toilet cup,1
2666,Toilet dish,1
3594,Toilet jar,1
308,Toilet vase,5
3768,Token,1
635,Tombstone,3
28,Tool,41
3719,"Tool, ""Opening of the Mouth"", Peseshkef",1
2298,"Tool, Axe, Ax, Hoe",1
2376,"Tool, Axe, ax, Hoe",1
145,"Tool, Biface, Hand Ax",9
2335,"Tool, Biface, Hand-axe, Ovate",1
2334,"Tool, Levallois, Point",1
2337,"Tool, biface, hand ax, sub-cordiform",1
2331,"Tool, denticulate, Levallois",1
1336,"Tool, embalmer",1
2258,"Tool, knife, Bifacial Knife",1
405,"Tool, mesekhetyu, Hatshepsut foundation deposit",4
2333,"Tool, point, Levallois",1
2065,"Tool, scraper",1
2321,"Tool, sickle, bifacial, denticulate",1
1548,Torch-holder,1
4984,"Torque, Sweret bead",1
5239,"Torque, mellon-shaped beads",1
1020,Torso,2
4105,"Travelling boat, Meketre, music, harp",1
388,Tray,4
3842,Tray stand,1
2495,"Tray, model",1
4187,"Trial piece , Relief head of the King",1
5163,"Trial piece , old man",1
4145,"Trial piece , relief of a Nubian head, earring",1
3178,"Trial piece , relief, head, Akhenaten",1
4136,"Trial piece, Akhenaten",1
5157,"Trial piece, Queen's Head, falcon head",1
4263,"Trial piece, hieroglyphs, face",1
2232,"Trial piece, temple garden plan",1
3855,Tripod,1
4091,Trowel,1
87,Tunic,14
53,Tunic fragment,24
3894,Tunic fragments,1
5205,"Turban, Mummy of a Child",1
1850,"Turban, Mummy of a Woman",1
3862,Tusk fragment,1
756,Tweezer,2
757,Tweezer fragment,2
112,Tweezers,12
1592,Tweezers ending in hands,1
872,"Tweezers, block, tweezer",2
1994,"Two-sided element, names of Akhenaten and Nefertiti",1
4210,"Unidentified, relief , inlay",1
2238,Unifinished workshop piece with drawing of Osiris,1
4238,Unknown part,1
4242,"Unknown part, wig",1
3780,Upper Part of a Seated Figure in a Long Kilt,1
3775,Upper Part of the Figure of a Seated Cat,1
3796,Upper Part of the Head of a Man,1
857,Upper half of a woman from a pair or group statue,2
4373,"Upper left arm and elbow, Aten cartouches",1
3837,"Upper part of Isis, from a figure of the goddess nursing Horus",1
1029,Upper part of a figure depicting Isis nursing Horus,2
3787,Upper part of a figure of a seated official,1
3802,Upper part of a male seated figure,1
4014,"Upper part of a statue, scribal",1
4230,"Upper right arm possibly, Aten cartouches",1
1988,"Upraised arm, Aten cartouches, from offering scene",1
2128,"Uraeus frieze, curved element above, queen's crown",1
1577,Uraeus in white crown,1
1512,"Uraeus, red crown",1
64,Vase,19
24,Vase fragment,43
2177,"Vase fragment , fluted",1
1792,"Vase fragment, Amenhotep III, Tiye, Hennetaneb",1
3941,"Vase fragment, Child in a Sling",1
4584,"Vase fragment, festoon",1
2854,"Vase fragment, festoon decoration",1
2938,"Vase fragment, purple & white",1
4842,"Vase spout, Tell el-Yahudiya ware",1
1815,"Vase, Amenemweskhet, house mistress",1
5183,"Vase, Bottle",1
5024,"Vase, Taweret",1
895,"Vase, alabastron",2
456,"Vase, amphoriskos, polychrome",3
1957,"Vase, ariballos, polychrome",1
2284,"Vase, aryballos, Janus-faced with Nubian and bull",1
2339,"Vase, aryballos, cock",1
3598,"Vase, bird",1
1727,"Vase, blue painted, Nakht, TT 52",1
717,"Vase, cylinder",2
2602,"Vase, decorated ware",1
4895,"Vase, double, Yahudiya ware",1
393,"Vase, handle fragment",4
4910,"Vase, handle, suspension holes",1
2338,"Vase, hedgehog",1
4617,"Vase, inscribed",1
4618,"Vase, inscription, glass",1
3465,"Vase, labeling a royal estate",1
640,"Vase, monkey, baby",3
485,"Vase, perfume",3
3318,"Vase, perfume, monkey",1
5184,"Vase, polychrome",1
1700,"Vase, quadruple",1
2980,"Vase, rim fragment",1
3646,"Vase, stone, flaring",1
733,"Vase, tall",2
5047,"Vase, vine, leaves, berries",1
3363,"Vase, white cross-lined ware, plant designs",1
3551,"Vase, with lid",1
3995,"Vase, woman holding basket",1
659,Vessel,2
1699,"Vessel attachment, satyr head",1
107,Vessel fragment,12
557,"Vessel fragment, ""Tell Basta Treasure""",3
1593,"Vessel fragment, camel rider",1
1932,"Vessel fragment, chalice",1
1750,"Vessel fragment, inscribed",1
4669,"Vessel fragment, lion",1
532,"Vessel fragment, marbled",3
143,"Vessel fragment, mosaic",10
5030,"Vessel fragment, painted",1
1026,"Vessel fragment, patterned",2
4845,"Vessel fragment, rim, Amenhotep II",1
1684,"Vessel fragment, serekh",1
5042,Vessel handle,1
3712,"Vessel lid, turtle-shaped",1
430,Vessel stamp,4
3517,"Vessel stand, Hepy",1
4904,"Vessel stand, Scribe Iui",1
1579,"Vessel stand, ring",1
365,"Vessel, ""Opening of the Mouth"", Perneb",4
4977,"Vessel, Basket shaped",1
3628,"Vessel, Ewer",1
3451,"Vessel, King Qaa",1
4686,"Vessel, amphoriskos, polychrome",1
3421,"Vessel, bird-shaped",1
3736,"Vessel, cat",1
3480,"Vessel, decorated ware, spouted",1
4094,"Vessel, flower motif",1
2437,"Vessel, horse or camel",1
2416,"Vessel, libation, ewer, hes",1
3458,"Vessel, lug handles, squat",1
4225,"Vessel, strap handles, with lid",1
3164,"Vessel, vase, Ibex",1
4666,"Vessel, with handle",1
2270,Vial,1
3903,Voissoir,1
842,Votive bed,2
4310,Votive tile,1
5165,"Votive, cow plaque",1
773,"Votive, female figure",2
5164,"Votive, plaque, bird",1
516,"Votive, plaque, cow",3
5166,"Votive, plaque, cow, Hathor",1
5145,"Votive, plaque, ear",1
623,Voussoir fragment,3
1354,Vulture and falcon amulet,1
5282,Wadjet eye back,1
3236,"Wadjet eye, Hatshepsut FD, Maatkare, mery Amun",1
2116,"Waist area, royal kilt",1
1987,"Waist of king, bending forward, Aten cartouches on belt",1
1986,"Waist, royal kilt, Aten cartouches",1
4337,Walking stick,1
3942,"Wall painting, Tomb of Sebekhotep",1
4022,"Wall painting, standing woman",1
404,Wall revetment,4
2368,Wall revetment fragment,1
743,Warp spacer,2
30,Water filter,39
4316,Weaving Needle,1
3283,Weaving loom part,1
3883,Weaving or Spinning Tool,1
1021,Weaving shuttle,2
978,Weaving tool,2
1600,"Weaving tool, loom beater",1
2057,"Weaving tool, warp spacer",1
1008,Weaving tool: beater,2
2043,Weaving tool:comb beater,1
1048,Wedge,2
4112,"Wedge, hand",1
933,"Wedjat eye, Thutmose IV",2
349,Weighing down device,4
435,Weight,4
5265,"Weight, 2 deben, Bull's head",1
3756,"Weight, 3 Deben, Gazelle",1
3691,"Weight, 5 deben",1
2525,"Weight, 5 debens",1
1587,"Weight, 50 deben, inscribed",1
3493,"Weight, 6 deben, cube",1
3615,"Weight, 70 deben, cube",1
1781,"Weight, bull",1
2109,"Weight, fragment, loom",1
474,"Weight, loom",3
2761,Weight: 23 1,1
804,Whetstone,2
5101,"Whetstone, Baki",1
5322,"Whetstone, tool, Senenmut",1
3491,"Whetstones , in bag",1
3432,"Whip handle, Nebiry",1
962,"Whip handle, horse",2
3960,"Whip, Charioteer's, Itamun",1
3502,"Wig Ornaments , Hapiankhtifi",1
453,"Wig rings, Sithathoryunet",3
4699,"Wig, Nauny",1
4148,"Window grill, palace of Ramesses III",1
1564,Winged Goddess,1
3388,Wire,1
2088,"Wood chips, aromatic",1
326,Wood fragment,5
7,"Worker Shabti, Henettawy C",186
1911,"Worker shabti of Ahmose, overseer of the portal",1
1692,"Wreath leaves, gilded",1
4442,Wrist,1
1878,Writing Board,1
3422,"Writing Board fragment, scribe's",1
2685,"Writing Board fragments, scribe's",1
1068,Writing board,2
2699,"Writing board, Sokar formula, Itaseneb",1
2701,"Writing board, Sokar formula, Nebit",1
3969,"Writing board, architectural drawing",1
2684,"Writing board, stela, Ita, Hetepi, Sokar inscription",1
2514,"Writing board, stela, Mentuhotep",1
2534,alabaster plaque,1
3758,"amulet, Ibex",1
1955,"amulet, Nefertum, broken feet",1
5131,"amulet, cartouche, Menkheperre",1
2362,"amulet, djed pillar",1
4775,"amulets, 1 wedjat, 1 scarab, 3 djed pillars, 1 incised plaque , 2 wadj",1
4902,"amulets, beads",1
2536,animal figure,1
2679,"arrowhead, Hollow-Base, Projectile Point",1
2253,"arrowhead, projectile point, hollow-base",1
3801,"baboon, Iretherukhef, Hori, Sehrethenu",1
3783,"baboon, squatting, shebet, basket",1
2721,barque sphinx,1
116,"basketry, model, Senenmut",11
2768,bead,1
3711,"bead, cowrie form",1
3978,"bed, woman",1
2468,blade,1
3550,"bottle, pomegranate",1
2397,"bowl, fat, foundation deposit, Hatshepsut",1
5305,"bowl, grapes and dates, foundation deposit, Hatshepsut",1
3784,"bronze, non-royal, private, flutist",1
2690,"burnisher, polishing tool",1
1327,"button seal, openwork, falcons, cartouche Senwosret III",1
2457,cane,1
2490,"charcoal, 3 fragments",1
2689,"coffin, Singer of Amun-Re, Henettawy F",1
2909,"collar terminal, falcon head",1
1225,"cone, Ahmose, TT 121, circular impression, prophet, Amun, Thutmose III",1
2915,"cone, Davies 300, Ahmose, high priest, Amun, Thutmose III, TT 121",1
3020,"cone, Davies 359, Neferhotep, priest, Amun, Amenhotep, house mistress",1
1418,"cone, stamped brick, Userhat",1
2425,"core, blade core, acute-angled blade core",1
2762,"cubit rod, measuring",1
4709,"dish fragment, joined with 26.7.1236",1
441,eccentric,3
2541,falcon amulet,1
1575,falcon-headed stopper,1
3832,"female, woman, pair statue, Hathor, Re-Horakhty, wab-priest",1
3820,"figure, Osiris",1
15,"figure, magical, execration, tablet",81
1929,"flask fragment, chalice",1
1338,"food, beef, shoulder",1
1337,"food, bird, goose",1
3094,"food, case, goose",1
4201,"fragment, gypsum",1
3583,"fragments, cylindrical pendant",1
5342,gold foil fragments,1
3510,hairpin,1
4893,"hairpin, hippopotamus, Taweret",1
3272,"hairpin, hippopotamus,Taweret",1
3838,"head, queen, vulture headdress",1
1877,"heart scarab, uninscribed",1
5268,"hedgehog, Thutmose III",1
1827,"hoe, model",1
1423,ib  amulet,1
2755,inkwell,1
1555,"ivory tab, Den",1
2787,"ivory tag, Den",1
546,"jar fragment, Malqata",3
154,"jar fragment, inscribed, Malqata",9
2241,"jar label, Malqata",1
2424,"knife, Bifacial Knife",1
2377,"knife, bifacial knife",1
3945,"lid, canopic, human, Senenmut",1
2955,"lid, jar",1
2877,"linen, mud",1
1335,"linen, sheet",1
2835,malachite from 25.3.95a,1
2537,model cup,1
801,"model, bed, frame fragment",2
1051,"model, bed, leg",2
2973,"model, bed, strut",1
2649,"mold, ring bezel, cartouche, Tutankhamun",1
460,"necklace terminal, lotus collar",3
1834,"needle, fish net",1
2715,"ostracon, figured, priest",1
4143,"palette,  painting, Amenhotep III",1
1328,papyrus burnisher,1
1958,pectoral with scarab,1
4353,"pillar fragment , Aten and Akhenaten named",1
1765,"pillar or stela, first cartouche of the Aten",1
1442,plaque amulet,1
2507,"plaque, floral",1
489,"plaque, floral, inlay",3
2508,"plaque, inlay",1
3816,"plaque, uraei, beetle, winged falcon-headed sun god",1
